bank_transaction_id,bank_operation_date,bank_amount,bank_ref,bank_payment_class,bank_label,customer_transaction_id,customer_accounting_date,customer_amount,customer_external_doc_number,customer_payment_type,customer_description,score
74985,2025-01-06,446797.866,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1077,2025-01-06,44921.631,10155414127,EFFETS CLT,Validation Effet escompté en Banque,29.473684210526315
75009,2025-01-13,342783.739,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1116,2025-01-14,81779.721,1,VIREMENTS CLT,Virement Reçu,35.36363636363636
75151,2025-01-27,143707.915,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1240,2025-01-28,-5336.762,1,VIREMENTS FRS,Virement validé,32.63636363636364
75256,2025-02-03,52816.922,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,1274,2025-02-04,21000.0,1,VIREMENTS CLT,Virement Reçu,35.36363636363636
75289,2025-02-07,492734.609,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1288,2025-02-05,10341.328,1,VIREMENTS CLT,Virement Reçu,34.36363636363636
75349,2025-02-17,289213.194,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,1350,2025-02-17,-9913.383,1,VIREMENTS FRS,Virement validé,33.63636363636364
75438,2025-02-24,106722.93,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1405,2025-02-25,-5436.197,1,VIREMENTS FRS,Virement validé,32.63636363636364
75478,2025-02-27,26832.161,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1418,2025-02-27,-1310.921,1,VIREMENTS FRS,Virement validé,33.63636363636364
75594,2025-03-05,155194.191,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,1478,2025-03-05,17341.261,10155452345,EFFETS CLT,Validation Effet escompté en Banque,29.473684210526315
75624,2025-03-10,161448.184,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1514,2025-03-13,61234.784,1,VIREMENTS CLT,Virement Reçu,33.36363636363636
75723,2025-03-19,266727.687,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1589,2025-03-24,18719.325,1,EFFETS CLT,Validation Effet escompté en Banque,34.473684210526315
75757,2025-03-26,205631.864,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1589,2025-03-24,18719.325,1,EFFETS CLT,Validation Effet escompté en Banque,37.473684210526315
75768,2025-03-28,61734.653,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1589,2025-03-24,18719.325,1,EFFETS CLT,Validation Effet escompté en Banque,34.473684210526315
75857,2025-04-03,369567.861,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1631,2025-04-03,17563.0,9914964416,EFFETS CLT,Validation Effet escompté en Banque,29.473684210526315
75884,2025-04-10,477220.288,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,1712,2025-04-14,20662.006,1,VIREMENTS CLT,Virement Reçu,31.363636363636363
75958,2025-04-21,248008.293,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1747,2025-04-21,89502.428,9914965871,EFFETS CLT,Validation Effet escompté en Banque,29.473684210526315
75994,2025-04-25,113710.578,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1806,2025-04-30,4907.107,1,VIREMENTS CLT,Virement Reçu,31.363636363636363
76033,2025-04-30,95847.659,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1806,2025-04-30,4907.107,1,VIREMENTS CLT,Virement Reçu,36.36363636363636
76042,2025-05-02,346674.32,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1806,2025-04-30,4907.107,1,VIREMENTS CLT,Virement Reçu,34.36363636363636
76216,2025-05-21,776.523,,CLT EFFET,ANNULATION REMISE EFFET DU 24 03 2025,1770,2025-04-24,-776.523,nan,nan,AGIOS D ESCOMPTE EFFET CLIENT BT ZARZIS ,60.0
76421,2025-06-10,90706.947,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,2033,2025-06-10,23259.546,10396670975,EFFETS CLT,Validation Effet escompté en Banque,29.473684210526315
76422,2025-06-10,95242.61,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,2033,2025-06-10,23259.546,10396670975,EFFETS CLT,Validation Effet escompté en Banque,29.473684210526315
76433,2025-06-12,126417.118,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:4,2067,2025-06-17,44770.181,1,VIREMENTS CLT,Virement Reçu,31.363636363636363
76532,2025-06-30,60816.411,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:4,2115,2025-06-30,10909.574,10815201725,EFFETS CLT,Validation Effet escompté en Banque,29.473684210526315
76533,2025-06-30,273631.428,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,2115,2025-06-30,10909.574,10815201725,EFFETS CLT,Validation Effet escompté en Banque,29.473684210526315
75019,2025-01-15,43248.105,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1116,2025-01-14,81779.721,1,VIREMENTS CLT,Virement Reçu,35.36363636363636
75059,2025-01-20,189083.936,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1201,2025-01-23,12807.107,1,VIREMENTS CLT,Virement Reçu,33.36363636363636
75240,2025-02-03,-39986.598,10109499177,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 310125 LCN 10109499177,1208,2025-01-24,-39986.598,nan,nan,TRT IMP NOUIRA RAOUF,60.0
75257,2025-02-03,156262.211,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1274,2025-02-04,21000.0,1,VIREMENTS CLT,Virement Reçu,35.36363636363636
75271,2025-02-05,302453.828,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1288,2025-02-05,10341.328,1,VIREMENTS CLT,Virement Reçu,36.36363636363636
75310,2025-02-11,194876.096,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1335,2025-02-14,116890.85,1,VIREMENTS CLT,Virement Reçu,33.36363636363636
75339,2025-02-14,205232.816,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1335,2025-02-14,116890.85,1,VIREMENTS CLT,Virement Reçu,36.36363636363636
75443,2025-02-25,255965.471,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1405,2025-02-25,-5436.197,1,VIREMENTS FRS,Virement validé,33.63636363636364
75579,2025-03-04,194283.813,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1461,2025-03-04,12595.121,10155443033,EFFETS CLT,Validation Effet escompté en Banque,29.473684210526315
75612,2025-03-07,195891.385,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:4,1486,2025-03-07,37129.773,10155440705,EFFETS CLT,Validation Effet escompté en Banque,29.473684210526315
75862,2025-04-07,375074.704,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1652,2025-04-07,64522.047,9914964222,EFFETS CLT,Validation Effet escompté en Banque,29.473684210526315
75919,2025-04-14,287701.447,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1712,2025-04-14,20662.006,1,VIREMENTS CLT,Virement Reçu,36.36363636363636
