bank_transaction_id,bank_operation_date,bank_amount,bank_ref,bank_payment_class,bank_label,customer_transaction_id,customer_accounting_date,customer_amount,customer_external_doc_number,customer_payment_type,customer_description,score
74940,2025-01-02,-40000.0,9958190817,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 311224 LCN 9958190817,1085,2025-01-06,8714.266,9914947635,EFFETS CLT,Validation Effet escompté en Banque,55.18575851393189
74943,2025-01-02,-27560.766,9914977026,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 311224 LCN 9914977026,1085,2025-01-06,8714.266,9914947635,EFFETS CLT,Validation Effet escompté en Banque,58.9766081871345
74985,2025-01-06,446797.866,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1116,2025-01-14,81779.721,1,VIREMENTS CLT,Virement Reçu,51.09090909090909
75009,2025-01-13,342783.739,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1116,2025-01-14,81779.721,1,VIREMENTS CLT,Virement Reçu,58.09090909090909
75046,2025-01-16,-40000.0,9958190720,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150125 LCN 9958190720,1102,2025-01-13,7000.0,10309251762,EFFETS CLT,Validation Effet escompté en Banque,57.18575851393189
75138,2025-01-24,-39986.598,9914956268,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150125 LCN 9914956268,1219,2025-01-27,4394.98,9914947732,EFFETS CLT,Validation Effet escompté en Banque,58.75438596491229
75151,2025-01-27,143707.915,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1201,2025-01-23,12807.107,1,VIREMENTS CLT,Virement Reçu,54.09090909090909
75256,2025-02-03,52816.922,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,1274,2025-02-04,21000.0,1,VIREMENTS CLT,Virement Reçu,58.09090909090909
75289,2025-02-07,492734.609,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1288,2025-02-05,10341.328,1,VIREMENTS CLT,Virement Reçu,57.09090909090909
75349,2025-02-17,289213.194,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,1335,2025-02-14,116890.85,1,VIREMENTS CLT,Virement Reçu,56.09090909090909
75406,2025-02-18,-40000.0,9958190526,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150225 LCN 9958190526,1358,2025-02-17,13436.538,10155450890,EFFETS CLT,Validation Effet escompté en Banque,58.08771929824562
75438,2025-02-24,106722.93,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1405,2025-02-25,-5436.197,1,VIREMENTS FRS,Virement validé,49.90909090909091
75478,2025-02-27,26832.161,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1418,2025-02-27,-1310.921,1,VIREMENTS FRS,Virement validé,50.90909090909091
75515,2025-03-03,-53293.471,10180016819,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 10180016819,1438,2025-03-03,-28750.0,10155319843,EFFETS CLT,Valider Impayé via escompte,59.08771929824562
75534,2025-03-03,-40000.0,9958190429,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 9958190429,1438,2025-03-03,-28750.0,10155319843,EFFETS CLT,Valider Impayé via escompte,57.83281733746131
75543,2025-03-03,-70134.838,9387094684,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 9387094684,1438,2025-03-03,-28750.0,10155319843,EFFETS CLT,Valider Impayé via escompte,58.421052631578945
75549,2025-03-03,-17586.235,9914949963,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 280225 LCN 9914949963,1438,2025-03-03,-28750.0,10155319843,EFFETS CLT,Valider Impayé via escompte,59.08771929824562
75585,2025-03-04,-26045.276,9914947150,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 020325 LCN 9914947150,1480,2025-03-05,31880.975,10155454770,EFFETS CLT,Validation Effet escompté en Banque,57.94736842105263
75594,2025-03-05,155194.191,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,1514,2025-03-13,61234.784,1,VIREMENTS CLT,Virement Reçu,51.09090909090909
75613,2025-03-07,95630.963,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,1297,2025-02-07,95630.963,10155430035,EFFETS CLT,Validation Effet escompté en Banque,58.421052631578945
75624,2025-03-10,161448.184,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1514,2025-03-13,61234.784,1,VIREMENTS CLT,Virement Reçu,56.09090909090909
75857,2025-04-03,369567.861,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1589,2025-03-24,18719.325,1,EFFETS CLT,Validation Effet escompté en Banque,48.421052631578945
75884,2025-04-10,477220.288,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,1712,2025-04-14,20662.006,1,VIREMENTS CLT,Virement Reçu,54.09090909090909
75936,2025-04-16,7000.0,,CLT EFFET,PAYEMENT EFFET/ENCAISSEMENT LCN 010309251665,1101,2025-01-13,7000.0,10309251665,EFFETS CLT,Validation Effet escompté en Banque,58.421052631578945
75940,2025-04-16,-39986.598,9914955977,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150425 LCN 9914955977,1747,2025-04-21,89502.428,9914965871,EFFETS CLT,Validation Effet escompté en Banque,58.421052631578945
75946,2025-04-16,-29415.804,9914984883,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150425 LCN 9914984883,1747,2025-04-21,89502.428,9914965871,EFFETS CLT,Validation Effet escompté en Banque,58.421052631578945
75958,2025-04-21,248008.293,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1712,2025-04-14,20662.006,1,VIREMENTS CLT,Virement Reçu,51.09090909090909
75988,2025-04-22,-14157.942,10031588874,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200425 LCN 10031588874,1749,2025-04-21,16857.185,10109423129,EFFETS CLT,Validation Effet escompté en Banque,59.921052631578945
75994,2025-04-25,113710.578,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1806,2025-04-30,4907.107,1,VIREMENTS CLT,Virement Reçu,54.09090909090909
76033,2025-04-30,95847.659,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1806,2025-04-30,4907.107,1,VIREMENTS CLT,Virement Reçu,59.09090909090909
76042,2025-05-02,346674.32,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1806,2025-04-30,4907.107,1,VIREMENTS CLT,Virement Reçu,57.09090909090909
76056,2025-05-02,-39986.6,9914956074,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 300425 LCN 9914956074,1817,2025-04-30,4000.0,10396929674,EFFETS CLT,Validation Effet escompté en Banque,59.75438596491229
76059,2025-05-02,-29415.804,9914985465,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 300425 LCN 9914985465,1824,2025-04-30,4000.0,10396929965,EFFETS CLT,Validation Effet escompté en Banque,58.921052631578945
76205,2025-05-16,-23321.627,10109486761,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150525 LCN 10109486761,1945,2025-05-16,42491.006,1,VIREMENTS CLT,Virement Reçu,59.09090909090909
76208,2025-05-16,-29415.804,9914982458,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150525 LCN 9914982458,1945,2025-05-16,42491.006,1,VIREMENTS CLT,Virement Reçu,59.09090909090909
76216,2025-05-21,776.523,,CLT EFFET,ANNULATION REMISE EFFET DU 24 03 2025,1945,2025-05-16,42491.006,1,VIREMENTS CLT,Virement Reçu,54.09090909090909
76226,2025-05-21,-12205.88,10109489089,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 200525 LCN 10109489089,1945,2025-05-16,42491.006,1,VIREMENTS CLT,Virement Reçu,54.09090909090909
76302,2025-06-02,-29415.803,9914982555,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 300525 LCN 9914982555,1992,2025-06-04,18944.856,1,VIREMENTS CLT,Virement Reçu,57.09090909090909
76303,2025-06-02,7000.0,,CLT EFFET,PAYEMENT EFFET/ENCAISSEMENT LCN 010309251859,1101,2025-01-13,7000.0,10309251665,EFFETS CLT,Validation Effet escompté en Banque,58.421052631578945
76421,2025-06-10,90706.947,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,1992,2025-06-04,18944.856,1,VIREMENTS CLT,Virement Reçu,51.09090909090909
76422,2025-06-10,95242.61,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1992,2025-06-04,18944.856,1,VIREMENTS CLT,Virement Reçu,51.09090909090909
76433,2025-06-12,126417.118,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:4,2067,2025-06-17,44770.181,1,VIREMENTS CLT,Virement Reçu,54.09090909090909
76454,2025-06-17,-4206.906,9866431727,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150625 LCN 9866431727,2067,2025-06-17,44770.181,1,VIREMENTS CLT,Virement Reçu,59.09090909090909
76471,2025-06-23,34493.718,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,2039,2025-06-10,34493.718,10601127187,EFFETS CLT,Validation Effet escompté en Banque,58.421052631578945
76532,2025-06-30,60816.411,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:4,1589,2025-03-24,18719.325,1,EFFETS CLT,Validation Effet escompté en Banque,48.421052631578945
76533,2025-06-30,273631.428,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:3,1589,2025-03-24,18719.325,1,EFFETS CLT,Validation Effet escompté en Banque,48.421052631578945
74946,2025-01-02,-47624.268,10205072792,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 311224 LCN 10205072792,1088,2025-01-06,12781.486,10242095073,EFFETS CLT,Validation Effet escompté en Banque,58.9766081871345
75019,2025-01-15,43248.105,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1116,2025-01-14,81779.721,1,VIREMENTS CLT,Virement Reçu,58.09090909090909
75059,2025-01-20,189083.936,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1201,2025-01-23,12807.107,1,VIREMENTS CLT,Virement Reçu,56.09090909090909
75257,2025-02-03,156262.211,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1274,2025-02-04,21000.0,1,VIREMENTS CLT,Virement Reçu,58.09090909090909
75271,2025-02-05,302453.828,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1288,2025-02-05,10341.328,1,VIREMENTS CLT,Virement Reçu,59.09090909090909
75310,2025-02-11,194876.096,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:2,1335,2025-02-14,116890.85,1,VIREMENTS CLT,Virement Reçu,56.09090909090909
75339,2025-02-14,205232.816,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1335,2025-02-14,116890.85,1,VIREMENTS CLT,Virement Reçu,59.09090909090909
75400,2025-02-18,-39986.598,10109499274,CLT EFFET,REPRISE ESCOMPTE EFFET REJETE 150225 LCN 10109499274,1357,2025-02-17,13436.538,10155450987,EFFETS CLT,Validation Effet escompté en Banque,59.921052631578945
75443,2025-02-25,255965.471,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1405,2025-02-25,-5436.197,1,VIREMENTS FRS,Virement validé,50.90909090909091
75579,2025-03-04,194283.813,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:1,1461,2025-03-04,12595.121,10155443033,EFFETS CLT,Validation Effet escompté en Banque,48.421052631578945
75612,2025-03-07,195891.385,,CLT EFFET,REMISE EFFETS/ESCOMPTE AGENCE REMISE N:4,1514,2025-03-13,61234.784,1,VIREMENTS CLT,Virement Reçu,51.09090909090909
